Animal_ID,Group,Temperature_C,Heart_Rate_bpm,Resp_Rate_bpm,Clinical_VAS_0_10,Vulvar_Discharge_VAS_0_3,TLC_per_uL,Neutrophils_per_uL,BUN_mg_dL,Creatinine_mg_dL,ALP_U_L,ALT_U_L,Total_Protein_g_dL,Albumin_g_dL,Globulin_g_dL,Uterine_Diameter_mm,Progesterone_ng_mL,Age_years,Illness_Duration_days,Weight_kg,Hypoalbuminemia_flag,Leukocytosis_flag,Azotemia_flag,Severe_Inflammation_flag,High_Clinical_Severity_flag,Treatment_Success_D14,Medical_Failure_D14,Rescue_OHE,Death,Days_to_Resolution,Recurrence_6mo,Pregnancy,Next_Estrus_days,Litter_Size
PY067,G3_Aglepristone_PGF2a,39.49038368430655,135.0105983316728,21.88025044613202,6.191036943993844,1.404149387870167,17.54740375005362,20.50650889366791,21.36748643259692,1.075646291266936,232.2776921542717,51.65231490584573,6.782137553706721,2.481348598000469,4.300788955706252,10.0,10.83224594560157,5.653127541754712,7.427573897836052,23.30449224988344,1,0,0,0,0,1,0,0,0,3.996945035436894,0,1.0,96.0,6.0
PY068,G4_OHE,39.47384890397686,132.5616842257536,25.57349963592864,3.140366509338044,2.105978545826108,23.04432443594472,24.23430476842889,14.93511154100324,0.8218292509286711,266.7273326014209,79.40227725555955,6.448520218480595,2.67099609736116,3.777524121119435,17.05106699675099,8.502007252380189,6.54101624482949,4.247983546744578,23.01411527182998,0,1,0,1,0,1,0,0,0,2.714229146351298,0,,,
PY069,G1_Supportive,38.87266566480432,136.8578254871057,33.77634855965301,6.636823486899668,2.531349856472875,18.79790275408403,18.77069679749064,23.03702373260318,0.9583302787902399,306.7235559873011,58.19031692791656,6.739290157813191,2.721584642203335,4.017705515609855,17.27402808972061,14.21641251691587,5.476965176201341,3.126247416205365,28.01739117120506,0,0,0,0,0,1,0,0,0,5.176570889428506,0,1.0,115.0,7.0
PY070,G1_Supportive,40.4,113.3909498714591,27.38643588496792,6.105226629813203,2.542245284752311,19.39112482514778,13.56695993852744,21.02835326746681,0.8202251415494027,301.6066538076428,77.1370794886572,6.703264222718124,2.861426939688633,3.84183728302949,17.35257927974509,9.267960422931303,3.375804942899945,3.79718279015903,24.19429368532218,0,0,0,0,0,1,0,0,0,3.821826926577756,0,0.0,144.0,
PY071,G2_PGF2a,39.85303714170725,110.9617558264605,38.9551093720784,6.811818254774693,1.047275667615263,19.82874822941529,11.79592834672998,25.19886599028808,1.080764968898631,348.5427011161078,72.04817550580108,6.604205473657528,2.725213666935302,3.878991806722226,17.7976027535663,18.8116180659754,6.331173522719339,5.01094538110106,26.92422176575074,0,0,0,0,0,1,0,0,0,4.525653315168464,0,0.0,85.0,
PY072,G2_PGF2a,39.09584315935665,109.1964033428433,35.34496931540314,7.24957859313686,1.836894745940211,18.61678462932805,15.06005512353186,21.92454506989349,1.023492248610107,299.6843237474712,72.69755012825703,6.437126716992137,3.064942088082669,3.372184628909468,16.37136921555948,9.238786303092445,5.75706897251608,4.528711064084519,27.21024016401875,0,0,0,0,0,1,0,0,0,3.92712465237354,0,1.0,102.0,4.0
PY073,G2_PGF2a,39.84891126590293,97.11676469554845,42.19789335706143,4.966492624431993,2.094199348777318,20.45253302634893,16.70784514132577,24.01820094984388,0.8830735839708507,296.9448911369508,74.26835628148649,6.832755173630165,2.652768692754517,4.179986480875648,15.4398934898389,6.423748171134262,3.0,5.267024148880003,21.35062036833548,0,0,0,0,0,1,0,0,0,5.638666839967681,0,1.0,125.0,5.0
PY074,G2_PGF2a,39.37816650807716,115.0698190012644,37.83937560950439,7.137991476754225,1.521026959831531,21.89363734167616,25.95809813079692,24.82808253711951,1.09078901967223,285.6593921090719,66.76371390231455,6.591486675791281,2.721788352062223,3.869698323729059,23.77963732521253,7.337015696984926,5.528826262004225,4.144350324401322,21.80111160856743,0,0,0,0,0,1,0,0,0,4.850597437671349,0,1.0,108.0,5.0
PY075,G4_OHE,39.40941852339233,143.1565048860304,29.6410996129378,5.962041746814601,1.90907398567192,21.8425620497889,16.68945070037381,21.89089806869273,0.9974713027140025,420.3501213014418,81.20160996693022,6.580539253124877,2.70704885250108,3.873490400623796,14.0384054755213,21.31230661583493,6.117973204638543,7.880870977790202,19.05015759022711,0,0,0,0,0,1,0,0,0,4.843463691777735,0,,,
PY076,G2_PGF2a,39.74209120413443,112.7190695680255,34.0970572465052,8.789496224159677,1.904857888594152,23.29449841971876,16.21501002282357,34.50719163715877,1.845660767885065,505.9223498201571,130.4302463881504,7.108018822444814,2.041786994206293,5.066231828238521,22.45518505253258,13.90174784531965,8.71457657488644,8.351346403771375,28.19292675934553,1,1,1,0,1,0,1,0,0,,0,,,
PY077,G4_OHE,39.46421101520537,99.33280408456775,24.51399943874655,3.761707027866176,1.642758648526925,14.78500442767222,8.277490439500744,17.64216577197097,0.8547689002174215,247.9931186447132,79.17754550246626,7.202906534328119,3.177745836393461,4.025160697934657,20.58164310533317,6.406473602046339,5.650494391623206,5.752760563584133,20.68815512444453,0,0,0,0,0,1,0,0,0,4.92967595700115,0,,,
PY078,G2_PGF2a,39.56180247093176,128.7707286263559,41.98506630900036,7.232630461778405,1.590990517408343,15.18639243660053,20.04618638611447,24.40558945178704,1.304883265558583,298.4051894015744,94.20005326903063,6.530087183028862,2.749659850481773,3.780427332547089,15.15536913250508,17.98141071138973,5.975245677229358,4.052897627034924,20.99969203002428,0,0,1,0,0,1,0,0,0,3.849574758091815,0,1.0,135.0,7.0
PY079,G4_OHE,39.18582917960543,95.70435755041048,36.14598039963103,4.30203635346979,2.698307280185492,19.59943138621354,13.21005950865499,28.27549435963262,1.152929498158423,346.4510418319142,104.2058498516513,6.486483906857557,2.772704697747594,3.713779209109963,18.52899458128115,18.30134133939794,6.280066228112995,6.576487763406133,19.94709627547685,0,0,1,0,0,1,0,0,0,4.236386308126231,0,,,
PY080,G3_Aglepristone_PGF2a,38.89773252584713,130.9364083331387,21.84103320183395,3.036694074260783,1.723938182909896,15.06887751851171,6.115306970696086,25.47497909439399,0.8132056658450385,316.1960668665097,75.52908867242894,6.268920183202598,2.740462998291382,3.528457184911216,14.20581669497994,5.037022671350425,5.666603676201262,3.831878411935184,20.26301520585211,0,0,0,0,0,1,0,0,0,5.980813549123776,0,1.0,154.0,5.0
